"","speciesId","species_lsid","family","genus","species","subspecies","author","year","parentheses","distribution"
"41629",43148,"urn:lsid:nmbe.ch:spidersp:036935","Uloboridae","Uloborus","albescens","","O. Pickard-Cambridge",1885,0,"Pakistan or India"
"41630",43149,"urn:lsid:nmbe.ch:spidersp:006362","Uloboridae","Uloborus","albofasciatus","","Chrysanthus",1967,0,"New Guinea"
"41631",43150,"urn:lsid:nmbe.ch:spidersp:006363","Uloboridae","Uloborus","albolineatus","","Mello-Leitão",1941,0,"Argentina"
"41632",43151,"urn:lsid:nmbe.ch:spidersp:006364","Uloboridae","Uloborus","ater","","Mello-Leitão",1917,0,"Brazil"
"41633",43152,"urn:lsid:nmbe.ch:spidersp:006365","Uloboridae","Uloborus","aureus","","Vinson",1863,0,"Madagascar"
"41634",43153,"urn:lsid:nmbe.ch:spidersp:006366","Uloboridae","Uloborus","barbipes","","L. Koch",1872,0,"Australia (Queensland)"
"41635",43154,"urn:lsid:nmbe.ch:spidersp:006367","Uloboridae","Uloborus","berlandi","","Roewer",1951,0,"Guinea"
"41636",43155,"urn:lsid:nmbe.ch:spidersp:046169","Uloboridae","Uloborus","biconicus","","Yin & Hu",2012,0,"China"
"41637",43156,"urn:lsid:nmbe.ch:spidersp:006368","Uloboridae","Uloborus","bigibbosus","","Simon",1905,0,"India"
"41638",43157,"urn:lsid:nmbe.ch:spidersp:006369","Uloboridae","Uloborus","bispiralis","","Opell",1982,0,"New Guinea"
"41639",43158,"urn:lsid:nmbe.ch:spidersp:006370","Uloboridae","Uloborus","campestratus","","Simon",1893,0,"USA to Venezuela"
"41640",43159,"urn:lsid:nmbe.ch:spidersp:006371","Uloboridae","Uloborus","canescens","","C. L. Koch",1844,0,"Colombia"
"41641",43160,"urn:lsid:nmbe.ch:spidersp:006372","Uloboridae","Uloborus","canus","","MacLeay",1827,0,"Australia"
"41642",43161,"urn:lsid:nmbe.ch:spidersp:046170","Uloboridae","Uloborus","cellarius","","Yin & Yan",2012,0,"China"
"41643",43162,"urn:lsid:nmbe.ch:spidersp:006373","Uloboridae","Uloborus","conus","","Opell",1982,0,"New Guinea"
"41644",43163,"urn:lsid:nmbe.ch:spidersp:006374","Uloboridae","Uloborus","crucifaciens","","Hingston",1927,0,"Myanmar"
"41645",43164,"urn:lsid:nmbe.ch:spidersp:006375","Uloboridae","Uloborus","cubicus","","Thorell",1898,1,"Myanmar"
"41646",43165,"urn:lsid:nmbe.ch:spidersp:006376","Uloboridae","Uloborus","danolius","","Tikader",1969,0,"India (mainland, Nicobar Is.)"
"41647",43166,"urn:lsid:nmbe.ch:spidersp:006377","Uloboridae","Uloborus","diversus","","Marx",1898,0,"USA, Mexico"
"41648",43167,"urn:lsid:nmbe.ch:spidersp:006378","Uloboridae","Uloborus","eberhardi","","Opell",1981,0,"Costa Rica"
"41649",43168,"urn:lsid:nmbe.ch:spidersp:006379","Uloboridae","Uloborus","elongatus","","Opell",1982,0,"Argentina"
"41650",43169,"urn:lsid:nmbe.ch:spidersp:006380","Uloboridae","Uloborus","emarginatus","","Kulczyński",1908,0,"Indonesia (Java)"
"41651",43170,"urn:lsid:nmbe.ch:spidersp:006381","Uloboridae","Philoponella","feroka","","Bradoo",1979,1,"India"
"41652",43171,"urn:lsid:nmbe.ch:spidersp:006382","Uloboridae","Uloborus","filidentatus","","Hingston",1932,0,"Guyana"
"41653",43172,"urn:lsid:nmbe.ch:spidersp:006383","Uloboridae","Uloborus","filifaciens","","Hingston",1927,0,"India (Andaman Is.)"
"41654",43173,"urn:lsid:nmbe.ch:spidersp:006384","Uloboridae","Uloborus","filinodatus","","Hingston",1932,0,"Guyana"
"41655",43174,"urn:lsid:nmbe.ch:spidersp:044918","Uloboridae","Uloborus","formosanus","","Yoshida",2012,0,"Taiwan"
"41656",43175,"urn:lsid:nmbe.ch:spidersp:006385","Uloboridae","Uloborus","formosus","","Marx",1898,0,"Mexico"
"41657",43176,"urn:lsid:nmbe.ch:spidersp:006386","Uloboridae","Uloborus","furunculus","","Simon",1906,0,"India"
"41658",43178,"urn:lsid:nmbe.ch:spidersp:006388","Uloboridae","Uloborus","gilvus","","Blackwall",1870,1,"Italy, Greece"
"41659",43179,"urn:lsid:nmbe.ch:spidersp:006389","Uloboridae","Uloborus","glomosus","","Walckenaer",1841,1,"USA, Canada, Mexico"
"41660",43180,"urn:lsid:nmbe.ch:spidersp:006390","Uloboridae","Uloborus","guangxiensis","","Zhu, Sha & Chen",1989,0,"China"
"41661",43181,"urn:lsid:nmbe.ch:spidersp:006391","Uloboridae","Uloborus","humeralis","","van Hasselt",1882,0,"Myanmar, Indonesia (Sumatra, Java)"
"41662",43182,"urn:lsid:nmbe.ch:spidersp:006392","Uloboridae","Uloborus","humeralis","marginatus","Kulczyński",1908,0,"Indonesia (Java)"
"41663",43183,"urn:lsid:nmbe.ch:spidersp:006393","Uloboridae","Uloborus","inaequalis","","Kulczyński",1908,0,"New Guinea"
"41664",43184,"urn:lsid:nmbe.ch:spidersp:039753","Uloboridae","Uloborus","jabalpurensis","","Bhandari & Gajbe",2001,0,"India"
"41665",43185,"urn:lsid:nmbe.ch:spidersp:006394","Uloboridae","Uloborus","jarrei","","Berland & Millot",1940,0,"Guinea"
"41666",43186,"urn:lsid:nmbe.ch:spidersp:006395","Uloboridae","Uloborus","kerevatensis","","Opell",1991,0,"New Guinea"
"41667",43187,"urn:lsid:nmbe.ch:spidersp:006396","Uloboridae","Uloborus","khasiensis","","Tikader",1969,0,"India"
"41668",43188,"urn:lsid:nmbe.ch:spidersp:006397","Uloboridae","Uloborus","krishnae","","Tikader",1970,0,"India (mainland, Nicobar Is.)"
"41669",43189,"urn:lsid:nmbe.ch:spidersp:006398","Uloboridae","Uloborus","leucosagma","","Thorell",1895,0,"Myanmar"
"41670",43190,"urn:lsid:nmbe.ch:spidersp:006399","Uloboridae","Uloborus","limbatus","","Thorell",1895,0,"Myanmar"
"41671",43191,"urn:lsid:nmbe.ch:spidersp:037529","Uloboridae","Uloborus","llastay","","Grismado",2002,0,"Argentina"
"41672",43192,"urn:lsid:nmbe.ch:spidersp:006400","Uloboridae","Uloborus","lugubris","","Thorell",1895,1,"Myanmar"
"41673",43193,"urn:lsid:nmbe.ch:spidersp:006401","Uloboridae","Uloborus","metae","","Opell",1981,0,"Colombia"
"41674",43194,"urn:lsid:nmbe.ch:spidersp:006402","Uloboridae","Uloborus","minutus","","Mello-Leitão",1915,0,"Brazil"
"41675",43195,"urn:lsid:nmbe.ch:spidersp:006403","Uloboridae","Uloborus","modestus","","Thorell",1891,0,"India (Nicobar Is.)"
"41676",43196,"urn:lsid:nmbe.ch:spidersp:006404","Uloboridae","Uloborus","montifer","","Marples",1955,0,"Samoa"
"41677",43197,"urn:lsid:nmbe.ch:spidersp:006405","Uloboridae","Uloborus","niger","","Mello-Leitão",1917,0,"Brazil"
"41678",43198,"urn:lsid:nmbe.ch:spidersp:006406","Uloboridae","Uloborus","oculatus","","Kulczyński",1908,0,"Singapore"
"41679",43199,"urn:lsid:nmbe.ch:spidersp:006407","Uloboridae","Uloborus","parvulus","","Schmidt",1976,0,"Canary Is."
"41680",43200,"urn:lsid:nmbe.ch:spidersp:006408","Uloboridae","Uloborus","penicillatoides","","Xie, Peng, Zhang, Gong & Kim",1997,0,"China"
"41681",43201,"urn:lsid:nmbe.ch:spidersp:006409","Uloboridae","Uloborus","pictus","","Thorell",1898,0,"Myanmar"
"41682",43202,"urn:lsid:nmbe.ch:spidersp:006410","Uloboridae","Uloborus","pinnipes","","Thorell",1877,0,"Indonesia (Sulawesi)"
"41683",43203,"urn:lsid:nmbe.ch:spidersp:006411","Uloboridae","Uloborus","planipedius","","Simon",1896,0,"South Africa"
"41684",43204,"urn:lsid:nmbe.ch:spidersp:006412","Uloboridae","Uloborus","plumipes","","Lucas",1846,0,"Europe, Africa, Yemen, Iran, Pakistan. Introduced to Argentina, Philippines, Japan"
"41685",43205,"urn:lsid:nmbe.ch:spidersp:006413","Uloboridae","Uloborus","plumipes","javanus","Kulczyński",1908,0,"Indonesia (Java)"
"41686",43206,"urn:lsid:nmbe.ch:spidersp:006414","Uloboridae","Uloborus","plumosus","","Schmidt",1956,0,"Guinea"
"41687",43208,"urn:lsid:nmbe.ch:spidersp:006416","Uloboridae","Uloborus","pteropus","","Thorell",1887,1,"Myanmar"
"41688",43209,"urn:lsid:nmbe.ch:spidersp:006417","Uloboridae","Uloborus","rufus","","Schmidt & Krause",1995,0,"Cape Verde Is."
"41689",43210,"urn:lsid:nmbe.ch:spidersp:006418","Uloboridae","Uloborus","scutifaciens","","Hingston",1927,0,"Myanmar"
"41690",43211,"urn:lsid:nmbe.ch:spidersp:006419","Uloboridae","Uloborus","segregatus","","Gertsch",1936,0,"USA to Colombia"
"41691",43212,"urn:lsid:nmbe.ch:spidersp:006420","Uloboridae","Uloborus","sexfasciatus","","Simon",1893,0,"Philippines"
"41692",43213,"urn:lsid:nmbe.ch:spidersp:006421","Uloboridae","Uloborus","spelaeus","","Bristowe",1952,0,"Malaysia"
"41693",43214,"urn:lsid:nmbe.ch:spidersp:006422","Uloboridae","Uloborus","strandi","","Caporiacco",1940,1,"Ethiopia"
"41694",43215,"urn:lsid:nmbe.ch:spidersp:006423","Uloboridae","Uloborus","tenuissimus","","L. Koch",1872,0,"Samoa"
"41695",43216,"urn:lsid:nmbe.ch:spidersp:006424","Uloboridae","Uloborus","tetramaculatus","","Mello-Leitão",1940,0,"Brazil"
"41696",43217,"urn:lsid:nmbe.ch:spidersp:006425","Uloboridae","Uloborus","trifasciatus","","Thorell",1890,0,"Indonesia (Sunda Is.)"
"41697",43218,"urn:lsid:nmbe.ch:spidersp:006426","Uloboridae","Uloborus","trilineatus","","Keyserling",1883,0,"Mexico to Argentina"
"41698",43219,"urn:lsid:nmbe.ch:spidersp:006427","Uloboridae","Uloborus","umboniger","","Kulczyński",1908,0,"Sri Lanka"
"41699",43220,"urn:lsid:nmbe.ch:spidersp:006428","Uloboridae","Uloborus","undulatus","","Thorell",1878,0,"Indonesia (Java) to New Guinea"
"41700",43221,"urn:lsid:nmbe.ch:spidersp:006429","Uloboridae","Uloborus","undulatus","indicus","Kulczyński",1908,0,"Malaysia"
"41701",43222,"urn:lsid:nmbe.ch:spidersp:006430","Uloboridae","Uloborus","undulatus","obscurior","Kulczyński",1908,0,"New Guinea"
"41702",43223,"urn:lsid:nmbe.ch:spidersp:006431","Uloboridae","Uloborus","undulatus","pallidior","Kulczyński",1908,0,"Indonesia (Java) to New Guinea"
"41703",43224,"urn:lsid:nmbe.ch:spidersp:006432","Uloboridae","Uloborus","vanillarum","","Vinson",1863,0,"Madagascar"
"41704",43225,"urn:lsid:nmbe.ch:spidersp:006433","Uloboridae","Uloborus","velutinus","","Butler",1883,0,"Madagascar"
"41705",43226,"urn:lsid:nmbe.ch:spidersp:006434","Uloboridae","Uloborus","villosus","","Keyserling",1881,0,"Colombia"
"41706",43227,"urn:lsid:nmbe.ch:spidersp:006435","Uloboridae","Uloborus","viridimicans","","Simon",1893,0,"Philippines"
"41707",43228,"urn:lsid:nmbe.ch:spidersp:006436","Uloboridae","Uloborus","walckenaerius","","Latreille",1806,0,"Madeira, Europe, Turkey, Caucasus, Russia (Europe to Far East), Iraq, Iran, Central Asia, China, Korea, Japan. Introduced to South Africa"
"41708",43229,"urn:lsid:nmbe.ch:spidersp:006437","Uloboridae","Waitkera","waitakerensis","","Chamberlain",1946,1,"New Zealand"
"41709",43230,"urn:lsid:nmbe.ch:spidersp:006438","Uloboridae","Zosis","costalimae","","Mello-Leitão",1917,1,"Brazil"
"41710",43231,"urn:lsid:nmbe.ch:spidersp:006439","Uloboridae","Zosis","geniculata","","Olivier",1789,1,"Southern USA to Brazil, Caribbean. Introduced to Macaronesia, West Africa, Seychelles, India, Indonesia, Philippines, China, Korea, Japan, Australia, Hawaii"
"41711",43232,"urn:lsid:nmbe.ch:spidersp:006440","Uloboridae","Zosis","geniculata","altissima","Franganillo",1926,1,"Cuba"
"41712",43233,"urn:lsid:nmbe.ch:spidersp:006441","Uloboridae","Zosis","geniculata","fusca","Caporiacco",1948,1,"Guyana"
"41713",43234,"urn:lsid:nmbe.ch:spidersp:006442","Uloboridae","Zosis","geniculata","humilis","Franganillo",1926,1,"Cuba"
"41714",43235,"urn:lsid:nmbe.ch:spidersp:006443","Uloboridae","Zosis","geniculata","quadripunctata","Franganillo",1926,1,"Cuba"
"41715",43236,"urn:lsid:nmbe.ch:spidersp:006444","Uloboridae","Zosis","geniculata","similis","Franganillo",1926,1,"Cuba"
"41716",43237,"urn:lsid:nmbe.ch:spidersp:006445","Uloboridae","Zosis","geniculata","timorensis","Schenkel",1944,1,"Timor"
"41717",43238,"urn:lsid:nmbe.ch:spidersp:006446","Uloboridae","Zosis","peruana","","Keyserling",1881,1,"Colombia to Argentina"
"41718",43239,"urn:lsid:nmbe.ch:spidersp:025599","Zodariidae","Akyttara","akagera","","Jocqué",1987,0,"Rwanda"
"41719",43240,"urn:lsid:nmbe.ch:spidersp:025600","Zodariidae","Akyttara","homunculus","","Jocqué",1991,0,"Botswana"
"41720",43241,"urn:lsid:nmbe.ch:spidersp:025601","Zodariidae","Akyttara","mahnerti","","Jocqué",1987,0,"Kenya"
"41721",43242,"urn:lsid:nmbe.ch:spidersp:040374","Zodariidae","Akyttara","odorocci","","Ono",2004,0,"Vietnam"
"41722",43243,"urn:lsid:nmbe.ch:spidersp:025602","Zodariidae","Akyttara","ritchiei","","Jocqué",1987,0,"Kenya"
"41723",43244,"urn:lsid:nmbe.ch:spidersp:037873","Zodariidae","Amphiledorus","adonis","","Jocqué & Bosmans",2001,0,"Portugal, Spain"
"41724",43245,"urn:lsid:nmbe.ch:spidersp:037874","Zodariidae","Amphiledorus","balnearius","","Jocqué & Bosmans",2001,0,"Spain, Algeria"
"41725",43246,"urn:lsid:nmbe.ch:spidersp:025906","Zodariidae","Amphiledorus","histrionicus","","Simon",1884,1,"Algeria, Tunisia"
"41726",43247,"urn:lsid:nmbe.ch:spidersp:040375","Zodariidae","Amphiledorus","ungoliantae","","Pekár & Cardoso",2005,0,"Portugal"
"41727",43248,"urn:lsid:nmbe.ch:spidersp:044252","Zodariidae","Antillorena","gaia","","Brescovit & Ruiz",2011,0,"Brazil"
"41728",43249,"urn:lsid:nmbe.ch:spidersp:044251","Zodariidae","Antillorena","patapata","","Brescovit & Ruiz",2011,0,"Brazil"
"41729",43250,"urn:lsid:nmbe.ch:spidersp:025603","Zodariidae","Antillorena","polli","","Simon",1887,1,"Lesser Antilles, Bahamas"
"41730",43251,"urn:lsid:nmbe.ch:spidersp:025604","Zodariidae","Asceua","amabilis","","Thorell",1897,0,"Myanmar"
"41731",43252,"urn:lsid:nmbe.ch:spidersp:044935","Zodariidae","Asceua","anding","","B. S. Zhang, F. Zhang & Jia",2012,0,"China"
"41732",43253,"urn:lsid:nmbe.ch:spidersp:025605","Zodariidae","Asceua","bimaculata","","Simon",1904,1,"Vietnam"
"41733",43254,"urn:lsid:nmbe.ch:spidersp:025606","Zodariidae","Asceua","cingulata","","Simon",1905,1,"India"
"41734",43255,"urn:lsid:nmbe.ch:spidersp:046211","Zodariidae","Asceua","daoxian","","Yin",2012,0,"China"
"41735",43256,"urn:lsid:nmbe.ch:spidersp:025930","Zodariidae","Asceua","dispar","","Kulczyński",1911,1,"Indonesia (Java)"
"41736",43257,"urn:lsid:nmbe.ch:spidersp:025607","Zodariidae","Asceua","elegans","","Thorell",1887,0,"Myanmar"
"41737",43258,"urn:lsid:nmbe.ch:spidersp:025608","Zodariidae","Asceua","expugnatrix","","Jocqué",1995,0,"Australia (Northern Territory, Queensland)"
"41738",43259,"urn:lsid:nmbe.ch:spidersp:025609","Zodariidae","Asceua","gruezoi","","Barrion & Litsinger",1992,0,"Philippines"
"41739",43260,"urn:lsid:nmbe.ch:spidersp:025610","Zodariidae","Asceua","heliophila","","Simon",1893,1,"Philippines"
"41740",43261,"urn:lsid:nmbe.ch:spidersp:025611","Zodariidae","Asceua","japonica","","Bösenberg & Strand",1906,1,"Japan"
"41741",43262,"urn:lsid:nmbe.ch:spidersp:025612","Zodariidae","Asceua","jianfeng","","Song & Kim",1997,0,"China"
"41742",43263,"urn:lsid:nmbe.ch:spidersp:025613","Zodariidae","Asceua","kunming","","Song & Kim",1997,0,"China"
"41743",43264,"urn:lsid:nmbe.ch:spidersp:025614","Zodariidae","Asceua","lejeunei","","Jocqué",1991,0,"Congo"
"41744",43265,"urn:lsid:nmbe.ch:spidersp:043746","Zodariidae","Asceua","maculosa","","Logunov",2010,0,"Vietnam"
"41745",43266,"urn:lsid:nmbe.ch:spidersp:025615","Zodariidae","Asceua","menglun","","Song & Kim",1997,0,"China"
"41746",43267,"urn:lsid:nmbe.ch:spidersp:040376","Zodariidae","Asceua","piperata","","Ono",2004,0,"Laos, Vietnam"
"41747",43268,"urn:lsid:nmbe.ch:spidersp:044934","Zodariidae","Asceua","quadrimaculata","","B. S. Zhang, F. Zhang & Jia",2012,0,"China"
"41748",43269,"urn:lsid:nmbe.ch:spidersp:025979","Zodariidae","Asceua","quinquestrigata","","Simon",1905,1,"Indonesia (Java)"
"41749",43270,"urn:lsid:nmbe.ch:spidersp:025616","Zodariidae","Asceua","radiosa","","Jocqué",1986,0,"Comoros, Mayotte"
"41750",43271,"urn:lsid:nmbe.ch:spidersp:025617","Zodariidae","Asceua","septemmaculata","","Simon",1893,1,"Cambodia"
"41751",43272,"urn:lsid:nmbe.ch:spidersp:025618","Zodariidae","Asceua","similis","","Song & Kim",1997,0,"China"
"41752",43273,"urn:lsid:nmbe.ch:spidersp:025997","Zodariidae","Asceua","torquata","","Simon",1909,1,"China, Laos, Vietnam"
"41753",43274,"urn:lsid:nmbe.ch:spidersp:025619","Zodariidae","Asceua","wallacei","","Bosmans & Hillyard",1990,0,"Indonesia (Sulawesi)"
"41754",43275,"urn:lsid:nmbe.ch:spidersp:025620","Zodariidae","Asceua","zodarionina","","Simon",1907,1,"Guinea-Bissau"
"41755",43276,"urn:lsid:nmbe.ch:spidersp:025621","Zodariidae","Aschema","madagascariensis","","Strand",1907,1,"Madagascar"
"41756",43277,"urn:lsid:nmbe.ch:spidersp:025622","Zodariidae","Aschema","pallida","","Jocqué",1991,0,"Madagascar"
"41757",43278,"urn:lsid:nmbe.ch:spidersp:037875","Zodariidae","Asteron","biperforatum","","Jocqué & Baehr",2001,0,"Australia (Queensland)"
"41758",43279,"urn:lsid:nmbe.ch:spidersp:037876","Zodariidae","Asteron","grayi","","Jocqué & Baehr",2001,0,"Australia (New South Wales)"
"41759",43280,"urn:lsid:nmbe.ch:spidersp:037877","Zodariidae","Asteron","hunti","","Jocqué & Baehr",2001,0,"Australia (New South Wales, Australian Capital Territory)"
"41760",43281,"urn:lsid:nmbe.ch:spidersp:037878","Zodariidae","Asteron","inflatum","","Jocqué & Baehr",2001,0,"Australia (Victoria)"
"41761",43282,"urn:lsid:nmbe.ch:spidersp:037879","Zodariidae","Asteron","quintum","","Jocqué & Baehr",2001,0,"Australia (Victoria)"
"41762",43283,"urn:lsid:nmbe.ch:spidersp:025624","Zodariidae","Asteron","reticulatum","","Jocqué",1991,0,"Australia (Queensland, New South Wales. Victoria, Tasmania)"
"41763",43284,"urn:lsid:nmbe.ch:spidersp:037880","Zodariidae","Asteron","tasmaniense","","Jocqué & Baehr",2001,0,"Australia (Tasmania)"
"41764",43285,"urn:lsid:nmbe.ch:spidersp:037881","Zodariidae","Asteron","zabkai","","Jocqué & Baehr",2001,0,"Australia (New South Wales)"
"41765",43286,"urn:lsid:nmbe.ch:spidersp:041841","Zodariidae","Australutica","africana","","Jocqué",2008,0,"South Africa"
"41766",43287,"urn:lsid:nmbe.ch:spidersp:025625","Zodariidae","Australutica","manifesta","","Jocqué",1995,0,"Australia (South Australia)"
"41767",43288,"urn:lsid:nmbe.ch:spidersp:025626","Zodariidae","Australutica","moreton","","Jocqué",1995,0,"Australia (Queensland)"
"41768",43289,"urn:lsid:nmbe.ch:spidersp:041842","Zodariidae","Australutica","normanlarseni","","Jocqué",2008,0,"South Africa"
"41769",43290,"urn:lsid:nmbe.ch:spidersp:025627","Zodariidae","Australutica","quaerens","","Jocqué",1995,0,"Australia (South Australia)"
"41770",43291,"urn:lsid:nmbe.ch:spidersp:025628","Zodariidae","Australutica","xystarches","","Jocqué",1995,0,"Australia (South Australia)"
"41771",43292,"urn:lsid:nmbe.ch:spidersp:025878","Zodariidae","Basasteron","leucosemum","","Rainbow",1920,1,"Australia (Lord Howe Is.)"
"41772",43293,"urn:lsid:nmbe.ch:spidersp:025629","Zodariidae","Caesetius","bevisi","","Hewitt",1916,1,"South Africa"
"41773",43294,"urn:lsid:nmbe.ch:spidersp:025630","Zodariidae","Caesetius","biprocessiger","","Lawrence",1952,1,"South Africa"
"41774",43295,"urn:lsid:nmbe.ch:spidersp:025632","Zodariidae","Caesetius","flavoplagiatus","","Simon",1910,0,"Namibia, South Africa"
"41775",43296,"urn:lsid:nmbe.ch:spidersp:025633","Zodariidae","Caesetius","globicoxis","","Lawrence",1942,1,"South Africa"
"41776",43297,"urn:lsid:nmbe.ch:spidersp:025634","Zodariidae","Caesetius","inflatus","","Jocqué",1991,0,"Mozambique, Malawi, South Africa"
"41777",43298,"urn:lsid:nmbe.ch:spidersp:025635","Zodariidae","Caesetius","murinus","","Simon",1893,0,"South Africa"
"41778",43299,"urn:lsid:nmbe.ch:spidersp:025636","Zodariidae","Caesetius","politus","","Simon",1893,0,"South Africa"
"41779",43300,"urn:lsid:nmbe.ch:spidersp:025637","Zodariidae","Caesetius","rosei","","Bacelar",1953,1,"Mozambique"
"41780",43301,"urn:lsid:nmbe.ch:spidersp:025638","Zodariidae","Caesetius","schultzei","","Simon",1910,0,"South Africa"
"41781",43302,"urn:lsid:nmbe.ch:spidersp:025639","Zodariidae","Caesetius","spenceri","","Pocock",1900,1,"South Africa"
"41782",43303,"urn:lsid:nmbe.ch:spidersp:042334","Zodariidae","Capheris","abrupta","","Jocqué",2009,0,"South Africa"
"41783",43304,"urn:lsid:nmbe.ch:spidersp:025640","Zodariidae","Capheris","apophysalis","","Lawrence",1928,0,"Namibia"
"41784",43305,"urn:lsid:nmbe.ch:spidersp:025641","Zodariidae","Capheris","approximata","","Karsch",1878,1,"Namibia, South Africa"
"41785",43306,"urn:lsid:nmbe.ch:spidersp:025679","Zodariidae","Capheris","brunnea","","Marx",1893,1,"Congo"
"41786",43307,"urn:lsid:nmbe.ch:spidersp:025643","Zodariidae","Capheris","crassimana","","Simon",1887,1,"Angola, Botswana, Namibia, South Africa"
"41787",43308,"urn:lsid:nmbe.ch:spidersp:025644","Zodariidae","Capheris","decorata","","Simon",1904,0,"Zambia, Zimbabwe, Mozambique, South Africa"
"41788",43309,"urn:lsid:nmbe.ch:spidersp:025647","Zodariidae","Capheris","fitzsimonsi","","Lawrence",1936,0,"Zimbabwe, Botswana"
"41789",43310,"urn:lsid:nmbe.ch:spidersp:025650","Zodariidae","Capheris","kunenensis","","Lawrence",1927,0,"Namibia"
"41790",43311,"urn:lsid:nmbe.ch:spidersp:025651","Zodariidae","Capheris","langi","","Lawrence",1936,0,"Botswana, South Africa"
"41791",43312,"urn:lsid:nmbe.ch:spidersp:042335","Zodariidae","Capheris","oncka","","Lawrence",1927,0,"Angola, Namibia, Botswana"
"41792",43313,"urn:lsid:nmbe.ch:spidersp:042336","Zodariidae","Capheris","subtilis","","Jocqué",2009,0,"Namibia, Zimbabwe, South Africa"
"41793",43314,"urn:lsid:nmbe.ch:spidersp:037316","Zodariidae","Cavasteron","agelenoides","","Baehr & Jocqué",2000,0,"Australia (Queensland)"
"41794",43315,"urn:lsid:nmbe.ch:spidersp:037317","Zodariidae","Cavasteron","atriceps","","Baehr & Jocqué",2000,0,"Australia (South Australia)"
"41795",43316,"urn:lsid:nmbe.ch:spidersp:037318","Zodariidae","Cavasteron","crassicalcar","","Baehr & Jocqué",2000,0,"Australia (Western Australia, South Australia)"
"41796",43317,"urn:lsid:nmbe.ch:spidersp:037319","Zodariidae","Cavasteron","exquisitum","","Baehr & Jocqué",2000,0,"Australia (South Australia, Queensland)"
"41797",43318,"urn:lsid:nmbe.ch:spidersp:037320","Zodariidae","Cavasteron","guttulatum","","Baehr & Jocqué",2000,0,"Australia (South Australia)"
"41798",43319,"urn:lsid:nmbe.ch:spidersp:037321","Zodariidae","Cavasteron","index","","Baehr & Jocqué",2000,0,"Australia (Northern Territory)"
"41799",43320,"urn:lsid:nmbe.ch:spidersp:037322","Zodariidae","Cavasteron","lacertae","","Baehr & Jocqué",2000,0,"Australia (Northern Territory, South Australia, Queensland)"
"41800",43321,"urn:lsid:nmbe.ch:spidersp:037323","Zodariidae","Cavasteron","margaretae","","Baehr & Jocqué",2000,0,"Australia (Western Australia)"
"41801",43322,"urn:lsid:nmbe.ch:spidersp:037324","Zodariidae","Cavasteron","martini","","Baehr & Jocqué",2000,0,"Australia (Western Australia)"
"41802",43323,"urn:lsid:nmbe.ch:spidersp:037325","Zodariidae","Cavasteron","mjoebergi","","Baehr & Jocqué",2000,0,"Australia (Western Australia)"
"41803",43324,"urn:lsid:nmbe.ch:spidersp:037326","Zodariidae","Cavasteron","tenuicalcar","","Baehr & Jocqué",2000,0,"Australia (Western Australia)"
"41804",43325,"urn:lsid:nmbe.ch:spidersp:037327","Zodariidae","Cavasteron","triunguis","","Baehr & Jocqué",2000,0,"Australia (Queensland)"
"41805",43326,"urn:lsid:nmbe.ch:spidersp:025658","Zodariidae","Chariobas","armatissimus","","Caporiacco",1947,0,"Ethiopia"
"41806",43327,"urn:lsid:nmbe.ch:spidersp:025659","Zodariidae","Chariobas","cylindraceus","","Simon",1893,0,"Ivory Coast, Gabon, Congo, Angola"
"41807",43328,"urn:lsid:nmbe.ch:spidersp:025660","Zodariidae","Cicynethus","decoratus","","Lawrence",1952,1,"South Africa"
"41808",43329,"urn:lsid:nmbe.ch:spidersp:025661","Zodariidae","Chariobas","lineatus","","Pocock",1900,0,"South Africa"
"41809",43330,"urn:lsid:nmbe.ch:spidersp:025662","Zodariidae","Chariobas","mamillatus","","Strand",1909,0,"South Africa"
"41810",43331,"urn:lsid:nmbe.ch:spidersp:025663","Zodariidae","Chariobas","navigator","","Strand",1909,0,"South Africa"
"41811",43332,"urn:lsid:nmbe.ch:spidersp:025664","Zodariidae","Cicynethus","subtropicalis","","Lawrence",1952,1,"South Africa"
"41812",43333,"urn:lsid:nmbe.ch:spidersp:025665","Zodariidae","Chilumena","baehrorum","","Jocqué",1995,0,"Australia (Northern Territory)"
"41813",43334,"urn:lsid:nmbe.ch:spidersp:025666","Zodariidae","Chilumena","reprobans","","Jocqué",1995,0,"Australia (Western Australia)"
"41814",43335,"urn:lsid:nmbe.ch:spidersp:025667","Zodariidae","Cicynethus","acanthopus","","Simon",1910,0,"Namibia"
"41815",43336,"urn:lsid:nmbe.ch:spidersp:025668","Zodariidae","Cicynethus","floriumfontis","","Jocqué",1991,0,"South Africa"
"41816",43337,"urn:lsid:nmbe.ch:spidersp:025669","Zodariidae","Cicynethus","peringueyi","","Simon",1893,1,"South Africa"
"41817",43338,"urn:lsid:nmbe.ch:spidersp:040377","Zodariidae","Colimarena","colima","","Jocqué & Baert",2005,1,"Mexico"
"41818",43339,"urn:lsid:nmbe.ch:spidersp:040378","Zodariidae","Colimarena","manzanillo","","Jocqué & Baert",2005,1,"Mexico"
"41819",43340,"urn:lsid:nmbe.ch:spidersp:026143","Zodariidae","Cryptothele","alluaudi","","Simon",1893,0,"Seychelles"
"41820",43341,"urn:lsid:nmbe.ch:spidersp:026144","Zodariidae","Cryptothele","ceylonica","","O. Pickard-Cambridge",1877,0,"Sri Lanka"
